500 26 98 87 97 73 85 55 21 74 17 20 77 92 66 39 35 14 28 82 93 42 42 0 24 60 93 37 14 18 92 7 26 75 34 26 51 85 8 89
38 54 88 15 45 1 31 86 66 82 69 1 45 17 43 97 16 59 45 71 50 21 50 87 89 58 99 21 14 8 84 91 64 42 47 18 49 35 0 14
5 99 96 17 60 54 36 0 23 35 46 59 26 7 96 74 36 22 69 77 43 37 49 94 26 79 79 38 67 75 90 22 95 85 49 81 94 35 37 17
10 54 36 41 27 40 87 64 16 50 79 10 41 6 6 34 23 41 5 37 35 62 26 75 7 33 14 93 7 1 88 88 96 22 77 14 1 37 8 37
1 3 89 2 17 62 8 96 57 46 86 22 49 22 94 73 41 68 59 21 6 52 47 34 69 69 77 49 47 41 91 94 2 61 46 83 90 19 66 18
5 27 25 94 50 43 80 72 81 80 78 44 98 59 38 64 56 71 60 81 56 82 97 77 73 61 55 20 91 61 87 85 27 76 0 2 33 57 76 22
16 95 3 60 10 99 66 18 67 44 29 14 22 19 88 97 98 25 10 58 58 47 48 61 33 7 62 68 83 32 27 48 54 16 16 80 54 37 91 44
60 62 16 68 39 49 15 19 68 38 51 38 91 75 7 77 89 41 33 63 98 14 31 79 57 9 56 33 37 45 63 96 90 22 95 57 53 98 70 40
80 45 24 36 43 20 96 47 15 59 75 1 96 20 75 33 69 26 78 70 68 67 5 36 78 60 90 51 73 72 87 99 82 77 73 0 97 82 55 77
19 38 34 51 37 90 86 5 88 99 26 19 14 9 44 16 25 52 15 81 94 71 59 66 33 84 92 65 29 0 9 59 43 66 54 15 92 80 99 78
42 68 69 9 68 5 52 83 57 94 83 16 80 26 60 34 1 58 86 53 88 86 41 34 40 22 14 96 41 57 20 19 7 42 76 2 56 83 58 97
51 91 7 27 75 52 25 79 19 28 18 58 14 36 39 30 97 25 7 11 55 54 79 56 49 81 46 62 20 12 82 63 13 73 93 8 32 24 23 36
74 76 86 44 14 82 53 35 38 39 29 13 68 1 82 90 78 13 97 50 76 98 56 83 25 42 21 91 86 81 12 52 46 48 20 11 14 90 21 85
33 29 81 38 25 62 42 83 41 82 65 34 33 42 41 49 89 87 90 63 50 62 34 54 92 24 86 60 64 11 17 2 3 59 24 48 17 83 25 43
48 55 50 84 35 8 73 90 4 3 7 16 4 72 3 56 70 82 21 13 29 13 37 71 42 45 99 82 85 8 69 63 38 6 50 18 91 24 90 69
98 45 40 47 36 0 51 82 23 62 78 61 28 28 9 88 59 8 43 10 21 52 45 62 75 98 53 42 80 21 37 60 59 37 55 73 90 20 8 9
42 8 31 3 61 72 33 57 18 88 29 58 51 17 38 9 7 83 49 66 63 41 58 55 30 46 38 9 50 51 55 92 28 44 48 87 63 41 84 30
13 9 74 32 26 99 56 80 98 9 14 11 70 14 84 11 79 24 54 4 39 73 22 85 82 6 55 88 64 26 6 56 53 3 80 22 35 92 29 65
88 74 66 77 3 78 56 49 72 2 49 80 10 4 61 31 28 8 33 35 66 65 61 1 15 40 22 81 85 19 90 29 22 42 52 92 12 5 34 22
0 49 42 11 39 22 99 8 18 30 52 9 53 32 10 90 1 77 85 62 29 62 30 76 3 62 99 46 46 35 49 87 47 59 11 12 13 41 52 85
60 82 56 37 92 46 21 3 82 80 12 3 38 44 21 83 20 58 12 44 17 25 67 1 4 11 98 73 44 86 41 74 50 24 89 59 25 10 83 9
58 93 41 34 6 3 91 75 44 35 45 74 52 84 23 35 97 77 80 86 49 29 13 20 86 47 75 88 96 90 85 83 99 28 5 16 9 68 59 46
29 36 32 35 31 24 8 19 14 59 74 47 30 74 7 19 93 29 63 72 34 64 25 24 31 89 7 23 61 65 52 79 79 29 90 24 86 95 13 41
44 4 42 7 57 62 34 75 15 41 86 30 40 18 97 25 39 67 49 81 21 31 32 29 16 94 65 84 13 14 27 39 48 50 20 26 92 63 39 56
84 72 63 55 66 91 41 34 67 17 98 41 37 28 86 74 17 53 66 7 46 94 76 26 54 64 16 8 92 39 14 20 72 8 13 64 19 41 27 16
11 29 81 86 66 94 66 8 42 66 1 25 39 36 87 95 12 98 63 52 48 30 66 56 27 47 65 89 10 91 77 64 56 58 42 27 64 13 11 91
