nf,,,,,51.621244,-115.608378,2298.0,,,,,16.0,342.0,,,,,20
nf,,,,,51.621244,-115.608378,2287.0,,,,,24.0,324.0,,,,,20
nf,,,,,51.621244,-115.608378,2274.0,,,,,32.0,308.0,,,,,20
nf,,,,,51.621244,-115.608378,2254.0,,,,,41.0,298.0,,,,,20
nf,,,,,51.621244,-115.608378,2224.0,,,,,42.0,305.0,,,,,20
nf,,,,,51.621244,-115.608378,2195.0,,,,,44.0,315.0,,,,,20
nf,,,,,51.621244,-115.608378,2184.0,,,,,45.0,312.0,,,,,20
nf,,,,,51.621244,-115.608378,2202.0,,,,,19.0,45.0,,,,,20
nf,,,,,51.621244,-115.608378,2242.0,,,,,65.0,91.0,,,,,20
nf,,,,,51.621244,-115.608378,2272.0,,,,,42.0,93.0,,,,,20
nf,,,,,51.621244,-115.608378,2298.0,,,,,16.0,86.0,,,,,20
nf,,,,,51.621244,-115.608378,2327.0,,,,,24.0,86.0,,,,,20
o1a,,,,,51.621244,-115.608378,2332.0,,,,,27.0,85.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2291.0,,,,,19.0,84.0,,,,,20
nf,,,,,51.621244,-115.608378,2243.0,,,,,3.0,153.0,,,,,20
nf,,,,,51.621244,-115.608378,2202.0,,,,,9.0,217.0,,,,,20
c1,,,,,51.621244,-115.608378,2159.0,,,,,6.0,123.0,,,0.75,,20
c1,,,,,51.621244,-115.608378,2132.0,,,,,8.0,91.0,,,0.75,,20
c1,,,,,51.621244,-115.608378,2114.0,,,,,7.0,162.0,,,0.75,,20
c2,,,,,51.621244,-115.608378,2118.0,,,,,16.0,183.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2138.0,,,,,40.0,345.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2144.0,,,,,52.0,335.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2163.0,,,,,60.0,334.0,,,0.8,,20
nf,,,,,51.621244,-115.608378,2198.0,,,,,67.0,327.0,,,,,20
nf,,,,,51.621244,-115.608378,2234.0,,,,,69.0,325.0,,,,,20
nf,,,,,51.621244,-115.608378,2259.0,,,,,66.0,329.0,,,,,20
nf,,,,,51.621244,-115.608378,2290.0,,,,,47.0,338.0,,,,,20
nf,,,,,51.621244,-115.608378,2335.0,,,,,44.0,65.0,,,,,20
nf,,,,,51.621244,-115.608378,2286.0,,,,,73.0,90.0,,,,,20
nf,,,,,51.621244,-115.608378,2212.0,,,,,38.0,97.0,,,,,20
c1,,,,,51.621244,-115.608378,2195.0,,,,,16.0,102.0,,,0.75,,20
c1,,,,,51.621244,-115.608378,2178.0,,,,,23.0,95.0,,,0.75,,20
c2,,,,,51.621244,-115.608378,2147.0,,,,,25.0,89.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2123.0,,,,,20.0,87.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2110.0,,,,,12.0,116.0,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2128.0,,,,,14.0,188.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2122.0,,,,,12.0,203.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2109.0,,,,,6.0,110.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2108.0,,,,,10.0,95.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2116.0,,,,,7.0,144.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2384.0,,,,,61.0,346.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2372.0,,,,,69.0,335.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2348.0,,,,,72.0,335.0,,,,,20
nf,,,,,51.621244,-115.608378,2321.0,,,,,68.0,332.0,,,,,20
o1a,,,,,51.621244,-115.608378,2294.0,,,,,53.0,327.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2264.0,,,,,32.0,318.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2246.0,,,,,5.0,33.0,,,,,20
nf,,,,,51.621244,-115.608378,2266.0,,,,,58.0,97.0,,,,,20
nf,,,,,51.621244,-115.608378,2310.0,,,,,79.0,97.0,,,,,20
nf,,,,,51.621244,-115.608378,2346.0,,,,,39.0,105.0,,,,,20
o1a,,,,,51.621244,-115.608378,2362.0,,,,,18.0,126.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2377.0,,,,,23.0,114.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2369.0,,,,,24.0,109.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2333.0,,,,,18.0,103.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2288.0,,,,,17.0,95.0,,,,,20
nf,,,,,51.621244,-115.608378,2234.0,,,,,10.0,136.0,,,,,20
nf,,,,,51.621244,-115.608378,2191.0,,,,,18.0,206.0,,,,,20
c1,,,,,51.621244,-115.608378,2164.0,,,,,12.0,204.0,,,0.75,,20
nf,,,,,51.621244,-115.608378,2137.0,,,,,6.0,56.0,,,,,20
c2,,,,,51.621244,-115.608378,2140.0,,,,,15.0,17.0,,,0.8,,20
nf,,,,,51.621244,-115.608378,2166.0,,,,,60.0,347.0,,,,,20
nf,,,,,51.621244,-115.608378,2188.0,,,,,55.0,334.0,,,,,20
nf,,,,,51.621244,-115.608378,2207.0,,,,,40.0,328.0,,,,,20
nf,,,,,51.621244,-115.608378,2231.0,,,,,24.0,315.0,,,,,20
nf,,,,,51.621244,-115.608378,2284.0,,,,,11.0,272.0,,,,,20
nf,,,,,51.621244,-115.608378,2323.0,,,,,13.0,207.0,,,,,20
nf,,,,,51.621244,-115.608378,2366.0,,,,,24.0,142.0,,,,,20
nf,,,,,51.621244,-115.608378,2363.0,,,,,67.0,111.0,,,,,20
nf,,,,,51.621244,-115.608378,2265.0,,,,,80.0,108.0,,,,,20
nf,,,,,51.621244,-115.608378,2210.0,,,,,41.0,120.0,,,,,20
nf,,,,,51.621244,-115.608378,2200.0,,,,,20.0,142.0,,,,,20
c1,,,,,51.621244,-115.608378,2179.0,,,,,23.0,123.0,,,0.75,,20
c2,,,,,51.621244,-115.608378,2152.0,,,,,22.0,116.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2128.0,,,,,13.0,113.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2109.0,,,,,13.0,86.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2101.0,,,,,15.0,83.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2118.0,,,,,9.0,164.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2117.0,,,,,21.0,210.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2094.0,,,,,16.0,213.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2078.0,,,,,4.0,209.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2412.0,,,,,15.0,334.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2414.0,,,,,11.0,286.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2408.0,,,,,11.0,221.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2385.0,,,,,17.0,198.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2355.0,,,,,19.0,190.0,,,,,20
nf,,,,,51.621244,-115.608378,2331.0,,,,,17.0,188.0,,,,,20
o1a,,,,,51.621244,-115.608378,2322.0,,,,,27.0,132.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2336.0,,,,,72.0,109.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2360.0,,,,,77.0,109.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2377.0,,,,,35.0,123.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2387.0,,,,,17.0,147.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2389.0,,,,,20.0,126.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2378.0,,,,,17.0,117.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2360.0,,,,,9.0,115.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2332.0,,,,,9.0,103.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2286.0,,,,,15.0,86.0,,,,,20
nf,,,,,51.621244,-115.608378,2233.0,,,,,14.0,94.0,,,,,20
nf,,,,,51.621244,-115.608378,2196.0,,,,,12.0,190.0,,,,,20
nf,,,,,51.621244,-115.608378,2179.0,,,,,24.0,211.0,,,,,20
nf,,,,,51.621244,-115.608378,2188.0,,,,,23.0,197.0,,,,,20
nf,,,,,51.621244,-115.608378,2211.0,,,,,16.0,185.0,,,,,20
nf,,,,,51.621244,-115.608378,2241.0,,,,,18.0,189.0,,,,,20
nf,,,,,51.621244,-115.608378,2277.0,,,,,18.0,191.0,,,,,20
nf,,,,,51.621244,-115.608378,2312.0,,,,,15.0,195.0,,,,,20
nf,,,,,51.621244,-115.608378,2348.0,,,,,14.0,199.0,,,,,20
o1a,,,,,51.621244,-115.608378,2379.0,,,,,13.0,191.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2394.0,,,,,28.0,122.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2364.0,,,,,73.0,103.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2273.0,,,,,69.0,101.0,,,,,20
nf,,,,,51.621244,-115.608378,2202.0,,,,,25.0,111.0,,,,,20
nf,,,,,51.621244,-115.608378,2189.0,,,,,12.0,130.0,,,,,20
c1,,,,,51.621244,-115.608378,2171.0,,,,,18.0,120.0,,,0.75,,20
c1,,,,,51.621244,-115.608378,2149.0,,,,,15.0,129.0,,,0.75,,20
c2,,,,,51.621244,-115.608378,2127.0,,,,,10.0,138.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2107.0,,,,,9.0,131.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2086.0,,,,,12.0,109.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2094.0,,,,,18.0,97.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2113.0,,,,,12.0,126.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2111.0,,,,,18.0,199.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2098.0,,,,,24.0,195.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2395.0,,,,,12.0,183.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2399.0,,,,,12.0,193.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2404.0,,,,,12.0,202.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2403.0,,,,,12.0,203.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2397.0,,,,,13.0,202.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2383.0,,,,,12.0,187.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2367.0,,,,,26.0,115.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2363.0,,,,,67.0,95.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2372.0,,,,,66.0,92.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2380.0,,,,,24.0,103.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2387.0,,,,,13.0,128.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2386.0,,,,,18.0,115.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2379.0,,,,,15.0,125.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2369.0,,,,,11.0,147.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2351.0,,,,,11.0,146.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2324.0,,,,,13.0,129.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2287.0,,,,,17.0,111.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2258.0,,,,,15.0,107.0,,,,,20
nf,,,,,51.621244,-115.608378,2257.0,,,,,9.0,164.0,,,,,20
nf,,,,,51.621244,-115.608378,2264.0,,,,,16.0,188.0,,,,,20
nf,,,,,51.621244,-115.608378,2284.0,,,,,30.0,184.0,,,,,20
nf,,,,,51.621244,-115.608378,2314.0,,,,,27.0,193.0,,,,,20
nf,,,,,51.621244,-115.608378,2341.0,,,,,21.0,200.0,,,,,20
nf,,,,,51.621244,-115.608378,2364.0,,,,,17.0,200.0,,,,,20
o1a,,,,,51.621244,-115.608378,2374.0,,,,,15.0,201.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2372.0,,,,,12.0,191.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2372.0,,,,,22.0,114.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2338.0,,,,,61.0,94.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2248.0,,,,,67.0,92.0,,,,,20
nf,,,,,51.621244,-115.608378,2187.0,,,,,30.0,102.0,,,,,20
o1a,,,,,51.621244,-115.608378,2176.0,,,,,13.0,134.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2161.0,,,,,16.0,118.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2133.0,,,,,15.0,114.0,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2118.0,,,,,10.0,136.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2113.0,,,,,11.0,147.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2091.0,,,,,14.0,135.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2074.0,,,,,17.0,126.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2086.0,,,,,15.0,119.0,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2107.0,,,,,10.0,133.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2112.0,,,,,9.0,168.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2375.0,,,,,64.0,183.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2379.0,,,,,61.0,192.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2384.0,,,,,53.0,198.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2390.0,,,,,40.0,200.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2392.0,,,,,28.0,205.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2391.0,,,,,17.0,204.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2385.0,,,,,18.0,121.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2373.0,,,,,56.0,94.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2370.0,,,,,67.0,91.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2374.0,,,,,36.0,97.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2377.0,,,,,15.0,131.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2378.0,,,,,15.0,131.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2373.0,,,,,16.0,123.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2366.0,,,,,13.0,136.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2352.0,,,,,13.0,147.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2335.0,,,,,16.0,138.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2325.0,,,,,18.0,133.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2318.0,,,,,18.0,137.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2317.0,,,,,14.0,149.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2323.0,,,,,9.0,172.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2334.0,,,,,60.0,182.0,,,,,20
nf,,,,,51.621244,-115.608378,2345.0,,,,,66.0,191.0,,,,,20
nf,,,,,51.621244,-115.608378,2347.0,,,,,71.0,198.0,,,,,20
nf,,,,,51.621244,-115.608378,2346.0,,,,,67.0,202.0,,,,,20
nf,,,,,51.621244,-115.608378,2347.0,,,,,55.0,209.0,,,,,20
nf,,,,,51.621244,-115.608378,2351.0,,,,,36.0,213.0,,,,,20
o1a,,,,,51.621244,-115.608378,2355.0,,,,,15.0,155.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2313.0,,,,,47.0,92.0,,,0.35,60.0,20
nf,,,,,51.621244,-115.608378,2218.0,,,,,66.0,86.0,,,,,20
nf,,,,,51.621244,-115.608378,2162.0,,,,,45.0,90.0,,,,,20
o1a,,,,,51.621244,-115.608378,2156.0,,,,,20.0,120.0,,,0.35,60.0,20
o1a,,,,,51.621244,-115.608378,2147.0,,,,,19.0,144.0,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2126.0,,,,,19.0,141.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2116.0,,,,,18.0,144.0,,,0.8,,20
c3,,,,,51.621244,-115.608378,2108.0,,,,,17.0,151.0,,,1.15,,20
c2,,,,,51.621244,-115.608378,2101.0,,,,,17.0,145.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2076.0,,,,,18.0,135.0,,,0.8,,20
c2,,,,,51.621244,-115.608378,2064.0,,,,,18.0,133.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2080.0,,,,,13.0,155.0,,,0.35,60.0,20
c2,,,,,51.621244,-115.608378,2099.0,,,,,12.0,183.0,,,0.8,,20
o1a,,,,,51.621244,-115.608378,2351.0,,,,,25.0,172.0,,,0.35,60.0,20
